TP,TC,PC,USERNAME,FILENAME,BIRTHYR,SEX,EDLEVEL,MATLANG,TESTDAY,TESTL,REFTEXT,FEEDB,PROTNOTE,PERSNOTE,NLR,NLF,NLX,BLR,BLF,BLX,FORMLR,FORMLF,FORMLX,NAR,NAF,NAX,MIPR,MIPF,MIPX,OR1R,OR1F,OR1X,OR2R,OR2F,OR2X,OR3R,OR3F,OR3X,OR4R,OR4F,OR4X,OR5R,OR5F,OR5X,S2DR,S2DF,S2DX,S3DR,S3DF,S3DX,PSIF1M,PSIF1F,PBOK1M,PBOK1F,PFIG1M,PFIG1F,BLFRR,SKPSM,SKPSF,SKPBM,SKPBF,SKPFM,SKPFF,SKLJR,SKLJF,MINNAR,MINNAF,MINNAX,ASSR,OFR,OFF,DNLR,DNLF,DNLX,DNLT,DBLR,DBLF,DBLX,DBLT,DFORMLR,DFORMLF,DFORMLX,DFORMLT,DNAR,DNAF,DNAX,DMIPR,DMIPF,DMIPX,DORE1R,DORE1F,DORE1X,DOR1R,DOR1F,DOR1X,DOR2R,DOR2F,DOR2X,DOR3R,DOR3F,DOR3X,DOR4R,DOR4F,DOR4X,DOR5R,DOR5F,DOR5X,DS2DR,DS2DF,DS2DX,DS3DR,DS3DF,DS3DX,DPSIF1M,DPSIF1F,DPBOK1M,DPBOK1F,DPFIG1M,DPFIG1F,DBLFRR,DSKPS1M,DSKPS1F,DSKPS2M,DSKPS2F,DSKPB1M,DSKPB1F,DSKPB2M,DSKPB2F,DSKPF1M,DSKPF1F,DSKPF2M,DSKPF2F,DSKLOGAR,DSKLOGBR,DSKADRAR,DSKADRBR,DSKTIDAR,DSKTIDBR,TX01,DMINNAR,DMINNAF,DMINNAX,EYS01,EYS02,EYS03,EYS04,EYS05,EYS06,EYS07,EYS08,EYS09,EYS10,EYS11,EYS12,EYS13,EYS14,EYS15,EYS16,EYS17,EYS18,EYS19,EYS20,IDNL,IDBL,IDFORML,IDNA,IDMIP,IDOR1,IDOR13,IDOR45,IDS2D,IDS3D,IDPSIF1,IDPBOK1,IDPFIG1,IDBLFR,IDSK,IDMINNA,IEYS
SVA1536005,AR Växjö,Dator 06,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\UUZQ127.ATSPF,1955.0,Man,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,42275.0,Yrsa Petersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,3.0,13.0,,,,,,,,,46.0,10.0,43.0,8.0,2.0,1.0,,,,18.0,1.0,2.0,10.0,6.0,5.0,16.0,4.0,2.0,,,,,,,2.0,2.0,2.0,1.0,2.0,0.0,62.0,1.0,50.0,5.0,18.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762999916157199000000000000000000000000X,,,X4261132542148572788228465451224264467355418431787571786600000000000000000000000000250043003500960025003000190049002000230025007300440079003200590026006700340149005600350025006100280034001900850029002400230086006200350022005600390052001900880083004501310038002900500046003300260035005801450036007901500099000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900023012800390801296327650003800047000000000000000000000000000000000000000000000X,,X421643322314524463554000000000532416262345416636154000000000335123551326233455635200000000X,,X9999999999999999000000000000001000000000000000019999999999999999001000000000000000000000000000108888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X414000000000000000000000000000X,X0101010101010110111101011100011101111110001100100101001110110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011011000010101101010011010011100011001100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X1011010010100010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1536004,AR Växjö,Dator 06,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\DXHF955.ATSPF,1990.0,Man,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,42261.0,Yrsa Petersson,Specifika inlärningssvårigheter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,5.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,0.0,88.0,4.0,135.0,7.0,,38.0,1.0,20.0,3.0,50.0,2.0,45.0,4.0,50.0,3.0,48.0,4.0,3.0,10.0,4.0,9.0,0.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,X4263182544188572788628465451223764467357318431787578786645400000000000000000000000210013001700420026002400250030002900220026004500250026002400190023002300590073003700180052005200750032002801710032003001290142001700310022003900620022002900610024002400670112002700350062005000730027009600900147003600700068003200480124000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,,,X0101010101010110111101011100011101111110001100110101001110110111010010111011101111001110010110001011010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011101011110010110101001010011010001101011011101110110100110111010011011011111010111101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111000101110101101110100101010111100101111001011001001011101101001100101100100101011100110000111010100101110110011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,X010101010101011011110101110001010111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010110000101001011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110001111001011010110101001101001110101001110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111110010001000100100111101011101010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011101001010001111011110000110010110111010010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111001100011111000001110111010110001100111101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000110001111100000101101110001010110110111111X,,
SVA1536003,AR Växjö,Dator 06,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\DWZJ000.ATSPF,1995.0,Man,"1 Särskola, hjälpklass, ej avslutad grundskola",Annat,42236.0,Yrsa Petersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.0,0.0,51.0,26.0,15.0,6.0,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,0.0,2.0,5.0,1.0,56.0,13.0,38.0,3.0,28.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X23233786187318122826141723135734121472233212344757X,X4243132348142532788628775551223864467346300000000000000000000000000000000000000000360041003701260038002900490115003800430077005900390139007301500062007400500095007600730105003000740049008000290193007300410033004501480033003600730071017700350030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,X0100000000000000000001000000000000000000000000010000000000001000000000000000010000000000000000100000000000000010000100000000000000000010000000100000000000110000000100000000100088888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X214322190000000000000000000000X,X0001010100010110101101010000011101001010001100010110010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011110011101110110101101010011010010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0110000010010110110000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1536002,AR Växjö,Dator 06,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\OFQF619.ATSPF,1996.0,Man,"1 Särskola, hjälpklass, ej avslutad grundskola",Svenska/Danska/Norska,42230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,17.0,4.0,50.0,18.0,12.0,5.0,,,,,,,3.0,8.0,0.0,1.0,4.0,14.0,0.0,7.0,8.0,,,,,,,5.0,5.0,0.0,3.0,7.0,0.0,15.0,0.0,25.0,3.0,60.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X14126378177521619938992727281525416799462337519900X,X4263232643182681788728455557220000000000000000000000000000000000000000000000000000320019009500440040004800370202003200210153011800320129007500460060004301140087008400890109013400800082012701360111012500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,X411515344450000000000000000000661666656162166666600000000000266615532666604000000000000000X,,X0010000000000000000000001000000000000000000000010000001000000000010000000000000000000000100000000000000000001000000100000000000000000000001010001000000010000000888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X443421111400000000000000000000X,X0101010101010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011011000110001101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110011001110100101010111100101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1526001,AR Växjö,Dator 06,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\UVMK564.ATSPF,1979.0,Kvinna,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,42117.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,0.0,21.0,,,,,,,,,25.0,2.0,14.0,9.0,1.0,1.0,,,,,,,,,,,,,,,,,,,15.0,1.0,0.0,12.0,0.0,0.0,112.0,1.0,78.0,0.0,91.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416652687370000000000000000000000X,,,X4263172244188572788828465450000000000000000000000000000000000000000000000000000000260037014201870026006500300480002800270046013600440086008200650034009000490541004200380103009000610037011800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900023012860401201296327650003800047000000000000000000000000000000000000000000000X,,,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000100100000000100000000000000000101001000000000010000001010000000000000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431000000000000000000X,X0001010101010110111101011100011101111110001100110101001110110111010010111011101111001110010110001011010111010101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011011011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010111100101111001011001101011101101111100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1516009,AR Växjö,Dator 06,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\EUFX016.ATSPF,1982.0,Kvinna,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,42076.0,Pär Lönner/eekca 2015-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,16.0,,,,,,,,,29.0,7.0,23.0,6.0,1.0,3.0,,,,18.0,2.0,0.0,9.0,1.0,9.0,10.0,2.0,6.0,,,,,,,11.0,0.0,0.0,16.0,1.0,0.0,93.0,1.0,70.0,0.0,89.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282763835416997199000000000000000000000000X,,,X4261172444188572788128475451224564440000000000000000000000000000000000000000000000260019002401740026004500370058002300440033009400470123003900550050009300400140004401130128028000490039004903500031003801390144003500430075014700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012860400832765327650004700000000000000000000000000000000000000000000000000X,,X421343342314514423520000000000232416266625416666600000000000335321256666633465000000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000188888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321441211420000000000000X,X0101010101010110111101011100011101111110001100110101011110110111010010111011101111001110010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010111100101111001011001101011101101111100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X001000110100111101001101X,,,
SVA1516008,AR Växjö,Dator 06,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\RWNB873.ATSPF,1990.0,Man,Okänd,Annat,42074.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,0.0,6.0,4.0,0.0,73.0,14.0,33.0,1.0,39.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X0010000000000000000000001000000000000000000000010000000000001000010000000000000000000000000000100000001000000000000000000010000001010000000000000000000010000010000000000000100100100000000100000100000000000001011000000000000088888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422313323200000000000000000000X,X0101010001010110110001001100011101011010001000110000011100010110010000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011111010110101101010011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0110000010000111110111000110001100001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1516007,AR Växjö,Dator 06,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\XQBV148.ATSPF,1983.0,Kvinna,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,42072.0,PL/eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,2.0,14.0,,,,,,,,,28.0,14.0,19.0,8.0,0.0,2.0,,,,15.0,1.0,0.0,10.0,4.0,2.0,12.0,4.0,3.0,,,,,,,13.0,4.0,0.0,18.0,1.0,0.0,114.0,3.0,75.0,1.0,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416997199000000000000000000000000X,,,X4263182145138574788828263478224564417252310000000000000000000000000000000000000000190033004300790054005800320163004200500062013300530052004701030070004600670055006100610107009900850038004801490058004401050092003900540056007400940158009500880026002400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012860400801296327650003800000000000000000000000000000000000000000000000000X,,X421343322354524400000000000000232416252611413500000000000000335326253336533455600000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000000000010000100100000000100000010000000000001001000000000010000001010000000000001000000000100010000100000010088888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321441211422200000000000X,X0101010101010110111101011100011101111110001100110101011110110111010010111011101111001110010110001011110011010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011111010110101101010011010011101011011101110110100110111010011000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110011100101110101101110100101010111100101110001111001101011101100111100100100100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1516006,AR Växjö,Dator 06,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\WHYH412.ATSPF,1959.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,42061.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,1.0,18.0,,,,,,,,,33.0,9.0,11.0,7.0,1.0,4.0,,,,,,,,,,,,,,,,,,,9.0,2.0,3.0,16.0,2.0,0.0,75.0,2.0,63.0,2.0,59.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282763836515622699370000000000000000000000X,,,X4263172154158574788828465451224364427352310000000000000000000000000000000000000000260057004301210026007100310129003700220044017400410104003400920088010100340196003400780038014000260048004201700032004000450109002900450040015400380033013601210029002400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012863276501296327650003800039327650000000000000000000000000000000000000000X,,,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000010000010000009999999999999999999999999999999999999999999999990000000000000101001000000000010088888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422344321434211422000000000000X,X0101010101010110111101011100010101111110101100110101001110110111010010110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010111101101010011010011101011011001110110100110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110010001000111100001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1516005,AR Växjö,Dator 06,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\BAEM749.ATSPF,1987.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Annat,42060.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,18.0,,,,,,,,,23.0,4.0,15.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,11.0,4.0,0.0,19.0,1.0,0.0,69.0,1.0,79.0,4.0,95.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282863463831177400000000000000000000000000X,,,X4263132544188774788628455450000000000000000000000000000000000000000000000000000000290037005500690029006200460167002600220051020900390042003300550042004701100438004200560169062400530073027100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700009000320003000023012860400500100000000000000000000000000000000000000000000000000000000000000X,,,,X0010000000000000000000001000000000000100000000000000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000100100000000100000000000000000101011000000000000000100000000001008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321441211422220000000000X,X0101010101010110110101011100011101111110001100110101001110110111010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011111010110100101010011010011001011011101110110100110111010010011011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111010111100101110101101110100101010111100101111001011000101011101100111100101100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1516004,AR Växjö,Dator 06,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\OJWA495.ATSPF,1988.0,Kvinna,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,42054.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,5.0,13.0,,,,,,,,,43.0,4.0,36.0,6.0,2.0,4.0,,,,,,,,,,,,,,,,,,,10.0,7.0,2.0,17.0,2.0,0.0,123.0,4.0,100.0,3.0,110.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282763839999622699999900000000000000000000X,,,X4263172544178572788628465452224764447356318431700000000000000000000000000000000000210025002700660017004400260031002300340038018900330026004900310054005800680252003500240086005000390027007601310030002500680122004400440033006600430037009701310022004201230028004600820099000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012860400832765327650003700071327650000000000000000000000000000000000000000X,,,,X0010000000000000000000001000000000000100000000000000000001000000010000000000000000000000000000100000100000000000000000000010000099999999999999991000000010000000000000000010000100100000000100000000000000000101000010100000000000100000000001000000000000100100000000100100100099999999999999990110000000000100888888888888888888888888888888888888888888888888X,X422342321431411422300000000000X,X0101010101010100101001011100011101111110001100110101011110110111010010111011101111001110010110001011010111010111011000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101001010011010011101011011101110110100110111010011011101111010111101001010100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100011110111100101110101101110100101010111100101111001011001101011101101011100101100100101111101110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1516002,AR Växjö,Dator 06,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\TMXA868.ATSPF,1991.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,42040.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,14.0,15.0,,,,,,,,,45.0,12.0,39.0,9.0,8.0,1.0,,,,,,,,,,,,,,,,,,,8.0,7.0,7.0,7.0,5.0,1.0,115.0,4.0,88.0,2.0,91.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282763994116992599379999999999999999999999X,,,X4263132544188772788628465454224666477787316431787577786840000000000000000000000000130024003200370016001500180184001500310023004500260038004400450029002000490083003600260036007600390017010402010024002200310064002000240028005100320020041100260017001700810019001600270052009900350024013000290035003001390051001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000800023012860401201296001100003800075006900045032765001540013501115004000000000000X,,,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000001000010000000009999999999999999000101000000000000000001100000000100000000000001011000000000000001000000000001000100000000100000999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999X,X444443322931200000000000000000X,X0101010101010110111101001100011001101110001000110101001110110111010010111011101111001110010110001011010111010111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111000110101101010011010011101011011101110110100110111010011011111111010111101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110110100101110101101110100101010111100101110001011000101011101101101100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1516001,AR Växjö,Dator 06,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\TEVF360.ATSPF,1988.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,42032.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,2.0,0.0,42.0,,,,,,,,,54.0,6.0,51.0,9.0,3.0,0.0,,,,,,,,,,,,,,,,,,,14.0,1.0,1.0,22.0,1.0,0.0,124.0,2.0,109.0,1.0,143.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657187374384237854366512415854X,,,X4273172544178572788628465455324764467356318431787574786645420000000000000000000000150018001600490015004100200035001900270020003700260034002900530023002100510043004400380029003300670021003102660023005200510058002500400020005100460022007902590024002500460088003100430043003500560020005901200057004200380033004200240081013900000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700009000320000900023012860400801296001030003800045006900000000000000000000000000000000000000000X,,,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000199999999999999990000000000000101001000000000010000001010000000000000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321441211422223310000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111011100111001110010110001011010110010111011000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011011011111010111101001010100011111001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0110010010100011010111100101110101101110100100010011100101111001011001101010100101101100101100100101111001110100111010100101110110011111110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
